Instance,Income
112207,200153.16260989074
112208,72338.46853520737
112209,251927.17585643794
112210,43956.16480527476
112211,280149.22102982516
112212,42321.87379678985
112213,27320.575738637646
112214,216988.17441424585
112215,30573.90535885927
112216,132797.60352707846
112217,35705.71437530202
112218,36397.75145732051
112219,270176.8232995513
112220,25801.546498285155
112221,11762.812073428322
112222,26895.57368730924
112223,45455.17844528193
112224,133591.71120291564
112225,22135.96976368204
112226,59688.83402417033
112227,71358.53989258723
112228,125955.69582713197
112229,54842.437846759494
112230,203909.3373307057
112231,16354.987258339526
112232,54286.229881324274
112233,24626.634670687832
112234,24902.4148792822
112235,19526.48266255489
112236,104440.86709284935
112237,250084.94228852686
112238,31523.291832413983
112239,19825.08133244193
112240,14113.628024426278
112241,19583.200623339348
112242,43940.702080203424
112243,54547.83216082277
112244,153957.86713555877
112245,60242.807719794444
112246,36859.69122595806
112247,595837.0189626148
112248,88264.4732055406
112249,11738.64231347417
112250,54072.763232104684
112251,48933.92916551062
112252,34164.87121055476
112253,16733.743408164137
112254,280932.11205959093
112255,33738.0446395049
112256,29500.278657350373
112257,33429.464424857826
112258,437851.05391107325
112259,135096.31642652908
112260,110751.54715591425
112261,287848.5056515424
112262,62882.18779095704
112263,33727.14544503522
112264,106484.93807151561
112265,20512.023792352084
112266,30263.969697387583
112267,43452.83910014368
112268,37502.40663429481
112269,547000.7169024167
112270,19458.26796033843
112271,86515.78035580943
112272,36627.79430004411
112273,86777.25706724977
112274,12704.180970679648
112275,203463.4868062808
112276,253483.9128371726
112277,61128.626511473325
112278,35594.478495784686
112279,17259.3968623685
112280,116523.92580749386
112281,69864.33964225392
112282,288123.3871104591
112283,104296.35407497357
112284,57580.41536630071
112285,57385.286527744945
112286,34561.169117072364
112287,26048.255630606567
112288,81252.4429212921
112289,301870.3811300406
112290,208344.30984691763
112291,31559.99999288698
112292,530611.1663805809
112293,23192.387957993993
112294,227239.70429157262
112295,38523.245794643626
112296,309698.9606867011
112297,45035.248972473455
112298,43780.18443798815
112299,37638.97799462611
112300,12463.866758174985
112301,27083.0682378231
112302,22648.244083163907
112303,28461.649204014728
112304,129609.03345291378
112305,17995.205226197893
112306,50976.09332385811
112307,33465.80428325488
112308,166057.55497503665
112309,50615.50673773102
112310,31758.77991634349
112311,69024.38843676758
112312,24366.426460366674
112313,109306.6407251457
112314,27678.316961758403
112315,182402.25212096877
112316,28950.78583563006
112317,23949.637754659365
112318,25206.299605690358
112319,17314.512922315404
112320,725294.5449995726
112321,53876.324669331065
112322,26338.083012501273
112323,93713.76489872893
112324,343817.6028734272
112325,188644.3733772409
112326,115354.247194684
112327,202153.06294859643
112328,97041.5376938738
112329,112816.58279219588
112330,347452.2521331556
112331,322341.55554329464
112332,271221.24995707494
112333,218850.75386083167
112334,130612.26228715388
112335,63652.18685340276
112336,21170.706175543004
112337,251406.70165251143
112338,264487.0515881982
112339,327052.61289817945
112340,41057.04564093414
112341,801418.5347309811
112342,14973.45407586152
112343,33327.74724050128
112344,39018.37275991481
112345,28939.2722255016
112346,57481.29979768279
112347,20810.405003552085
112348,21993.980839810847
112349,24261.222398589016
112350,74359.74414827769
112351,26441.901901939815
112352,24736.86455693272
112353,14089.24959864678
112354,125685.315599832
112355,46191.29594522585
112356,81782.31345865008
112357,59118.24491608124
112358,117989.11279696396
112359,47306.6312485196
112360,26683.97569252088
112361,176709.07711162
112362,58859.30485747315
112363,54547.04618331119
112364,11017.664641154326
112365,13195.349605396292
112366,13210.162476383934
112367,30994.501246893815
112368,39321.380682543444
112369,159482.57675584272
112370,15989.563572439198
112371,148727.79776289655
112372,104267.35856287603
112373,51972.799888468115
112374,14150.033360166697
112375,31551.51714112416
112376,119626.11568434068
112377,84777.91418562847
112378,51992.07126305008
112379,66298.12822308422
112380,77313.72535115827
112381,79485.96884346304
112382,96158.66767870847
112383,22096.111367461424
112384,195536.6240036387
112385,15004.702687204928
112386,203249.62930502434
112387,52810.15541322989
112388,24387.226720142135
112389,33647.73221797977
112390,12321.49978916622
112391,27809.143229044133
112392,121463.90551342122
112393,60379.11570478379
112394,58424.37243475068
112395,22351.167421009064
112396,65986.8980611238
112397,37995.77847298025
112398,265190.8207766302
112399,99239.39147910045
112400,119591.01604659721
112401,124897.43978706279
112402,669836.0337895933
112403,111395.32792571362
112404,111269.35824708515
112405,45990.728621077564
112406,20551.66277499995
112407,13172.541538354
112408,20798.504499783317
112409,46843.13576826577
112410,18844.17132235134
112411,139793.4735578205
112412,92107.75631714646
112413,22317.580939189487
112414,76115.60912366242
112415,175886.59239573817
112416,72088.71366829469
112417,136698.43533578154
112418,62142.33034729731
112419,97965.68188253908
112420,41761.12970604784
112421,177612.0118593438
112422,124349.26650781756
112423,40029.43236053798
112424,11530.023059323814
112425,23683.579570549075
112426,88686.23043693525
112427,268334.3110590961
112428,91068.49838656111
112429,12982.98220318346
112430,24250.770275378425
112431,188500.11808645652
112432,32979.495197009885
112433,55671.950060045114
112434,38019.42711954583
112435,90533.5699949376
112436,44599.1371045211
112437,59674.51155171565
112438,51622.29510217004
112439,12433.432127212775
112440,242065.65191236872
112441,31007.37266171749
112442,224429.2055653199
112443,31168.063885421376
112444,27961.047552142216
112445,66783.1771118853
112446,285554.24185186904
112447,603387.0169563256
112448,60015.570121771016
112449,81892.84187667564
112450,40409.66951022622
112451,117095.68584861717
112452,20678.25656704043
112453,26136.850315023556
112454,111350.08065822972
112455,472739.52585664246
112456,51398.307755281196
112457,185536.07374400465
112458,137741.44236475986
112459,51650.015684669575
112460,43490.65411049727
112461,371378.16583030624
112462,73503.8736872961
112463,42692.25274893383
112464,58992.3039875588
112465,151753.5724109259
112466,210683.62133194486
112467,34658.77393813899
112468,21577.34543676563
112469,64953.44433284942
112470,29245.61489484738
112471,51716.792144073304
112472,234798.69228280603
112473,62740.49313088266
112474,19031.149384778662
112475,61922.038745840095
112476,90403.35814931565
112477,40632.80708537393
112478,72624.779222656
112479,22851.201150710403
112480,51773.49253113664
112481,117935.33348883103
112482,47241.631060029686
112483,169138.98280954457
112484,51776.965486996865
112485,52938.14544820067
112486,14427.233467617947
112487,15388.753710124467
112488,120462.62048779933
112489,49017.01308228992
112490,191975.85837951238
112491,35789.64906455205
112492,34973.57805180922
112493,238347.68540653237
112494,13411.54984958728
112495,12011.681004322782
112496,18289.696848038082
112497,262132.60661188723
112498,18300.845006402298
112499,50047.52821545288
112500,15945.29205105873
112501,56284.287709647746
112502,68513.62700629684
112503,53680.71885784138
112504,37709.138196516236
112505,21645.575084137854
112506,60439.58966761267
112507,60819.602576762816
112508,81086.14906025001
112509,14429.641139610696
112510,34919.514581407246
112511,87599.49869880805
112512,17732.720523026634
112513,62355.04202309677
112514,37979.27425452013
112515,62358.280842755245
112516,86190.09152349259
112517,11973.282392009762
112518,53563.25554328457
112519,16911.962541434168
112520,29393.839364635445
112521,140102.479665895
112522,46281.658625188735
112523,25352.447199248112
112524,68268.74961175783
112525,13477.973507817918
112526,16039.389721277232
112527,32882.29539344892
112528,22772.26714096567
112529,27807.746532525023
112530,110284.17785838054
112531,157402.69999468577
112532,175176.07398271194
112533,114165.62190715718
112534,280618.424973146
112535,40126.13140591266
112536,119416.70879189073
112537,39991.49194292862
112538,8641.876832028918
112539,146806.1290313512
112540,18091.73580681963
112541,66533.30070936444
112542,189901.03066728156
112543,58294.15289882281
112544,292346.9687798647
112545,29841.322774395354
112546,33856.33855952648
112547,76584.81768578078
112548,396440.80024309084
112549,91809.11988748965
112550,151858.90864936545
112551,13301.932634043123
112552,154277.22919330193
112553,47397.613307746586
112554,84765.82306325763
112555,19376.892265351606
112556,108881.82874444939
112557,59328.71734600392
112558,101742.65587066146
112559,25178.44420052524
112560,15232.985022599656
112561,209612.3774734423
112562,16543.520879579184
112563,171660.80843934047
112564,456088.07745732344
112565,119180.19288627301
112566,24056.12847800154
112567,21562.085502307495
112568,23329.778686629994
112569,138519.3243406166
112570,32411.952685798744
112571,161280.1992842135
112572,166846.89700478525
112573,21937.15735673253
112574,67593.66095567257
112575,108242.89146440738
112576,66118.66945241383
112577,229334.2854094364
112578,280725.4476969918
112579,95968.31897495646
112580,104730.27034708211
112581,35449.418425873795
112582,22402.560187277722
112583,13176.18225823979
112584,202765.07481836108
112585,37993.32710337501
112586,14605.954612797308
112587,140667.7259616602
112588,54846.71705204646
112589,175972.62028935883
112590,18855.396037164825
112591,104258.527150634
112592,23182.03495512857
112593,23551.450582462065
112594,31512.231124234557
112595,29710.405782262224
112596,85363.73817236267
112597,47426.18908871648
112598,34066.60408408164
112599,12286.450876322764
112600,23784.010976696154
112601,176743.38115489107
112602,25092.282675209637
112603,90280.33432856067
112604,180501.6365638367
112605,18507.47767747022
112606,48217.911088344306
112607,32757.449837553533
112608,69453.53273400309
112609,156842.7065588151
112610,61690.97208225801
112611,212220.69773843425
112612,125195.3161233372
112613,73666.89960802268
112614,146805.58719593487
112615,59207.8541570769
112616,62663.92616898701
112617,37816.660674524675
112618,466516.3533518262
112619,49461.322810048034
112620,22946.861963962037
112621,20686.58216823837
112622,60066.37460243253
112623,72131.04119609384
112624,40660.44932183023
112625,36640.6937494283
112626,99401.97963803049
112627,38727.50977838472
112628,34360.48217244869
112629,35862.54860826844
112630,47250.00124669065
112631,66039.06634983933
112632,153432.3367380713
112633,133999.5943695061
112634,47007.028749124
112635,41940.55169647136
112636,70055.26248318981
112637,258987.84584962757
112638,17142.937157264903
112639,43139.200907607345
112640,21433.886377545845
112641,28578.893032689695
112642,300520.75412638043
112643,51502.0303445614
112644,110049.91764071997
112645,71275.45732580665
112646,23768.768423813566
112647,19877.24396066886
112648,55909.58361762953
112649,30446.304463923
112650,14798.291843211708
112651,37602.72313076968
112652,12949.588079519212
112653,17138.627425120234
112654,55399.41000615612
112655,30270.5309555247
112656,16622.434252983065
112657,170099.47660270377
112658,548750.5935264452
112659,92504.03221331548
112660,77048.80575362644
112661,200576.46902685612
112662,75208.55844588074
112663,125021.16222994406
112664,281451.16236814845
112665,265706.3924239866
112666,97562.96028719268
112667,25575.994422487027
112668,25508.729600186372
112669,81479.47476578219
112670,13770.575907939034
112671,218135.20658140117
112672,136407.66635370505
112673,68694.87344753598
112674,22692.41214715433
112675,36472.21678856251
112676,30640.513519488843
112677,39103.50885563749
112678,21680.967233373278
112679,129593.30954778538
112680,96957.23254116028
112681,21592.419147317145
112682,74918.79561844331
112683,10809.670424851156
112684,245487.48821996985
112685,41805.81098163648
112686,31901.82784454479
112687,14154.868064877497
112688,31671.520869270404
112689,128412.87770922098
112690,28206.51458255772
112691,66019.79925106931
112692,27932.113783440698
112693,125124.61345479348
112694,24473.540422696373
112695,119671.58092954234
112696,132008.86813231156
112697,131136.20419345505
112698,71108.08525812735
112699,450544.67375997535
112700,251343.8942858981
112701,370121.04015961604
112702,141467.46528256388
112703,26366.08946372948
112704,37589.306583067846
112705,155540.45148557972
112706,72551.22302991022
112707,25401.263408503117
112708,132940.01801785588
112709,133066.81586146232
112710,53044.80090616923
112711,111905.41436289201
112712,10745.59644851274
112713,44587.15902878388
112714,139422.4609616822
112715,121600.65439770774
112716,22646.09896713596
112717,14789.791751414034
112718,98527.2420198178
112719,35540.46446684905
112720,28066.3817855792
112721,30790.576325715367
112722,38337.43095509274
112723,23838.204431480273
112724,68268.52229492641
112725,53464.93656761016
112726,7445.856589787012
112727,65670.53694837255
112728,178318.08780764806
112729,54856.012082503235
112730,29745.560903389305
112731,54132.50407531358
112732,12229.540498052738
112733,68649.55709408163
112734,227911.44273277538
112735,11977.935770412723
112736,50723.140231465746
112737,55465.92100236891
112738,336459.4157285228
112739,33024.39060000424
112740,46070.5812978273
112741,19904.179400083936
112742,22973.164511625175
112743,28169.498767254125
112744,118965.11323584568
112745,97421.28824668872
112746,37655.41727586309
112747,69230.63075693537
112748,231336.97315873377
112749,55366.92921962165
112750,12096.504043328912
112751,347623.50149213395
112752,32281.8791080667
112753,22117.157090522465
112754,68890.73566603399
112755,47662.1989610208
112756,61953.115492519675
112757,78308.78806998566
112758,21787.46913682379
112759,8189.028895811112
112760,35598.40879128992
112761,67675.06329602699
112762,264412.09321020736
112763,18157.07161066048
112764,115041.55749164216
112765,12930.548666009305
112766,70840.20196003705
112767,315212.4014364611
112768,16731.28415348069
112769,118885.04503964796
112770,34035.11529852603
112771,63582.25156141672
112772,24702.00044521383
112773,104033.62000207507
112774,23488.415269929887
112775,40885.1145178809
112776,30581.282276447193
112777,26687.753636246365
112778,447999.4059839378
112779,272877.1436459372
112780,143759.66992960678
112781,84538.77040708285
112782,32029.92042085957
112783,28412.84516427606
112784,25785.97750601379
112785,24081.720266512522
112786,63968.12450898108
112787,39974.46498247012
112788,42902.62474153474
112789,67923.51695628997
112790,127775.2146922187
112791,159475.9832922017
112792,15769.449201244184
112793,62218.65930347663
112794,515895.4112882683
112795,24466.662417718097
112796,37603.402842059586
112797,56295.1481063674
112798,68087.46945580593
112799,75371.09374908966
112800,27857.891439726256
112801,14927.696766327032
112802,89307.46076313645
112803,277829.17453751375
112804,15900.571067706342
112805,56841.48895534951
112806,16373.780840525123
112807,19771.452617030125
112808,304913.453136498
112809,26360.598713301726
112810,184107.66694047293
112811,142526.86767508986
112812,100790.81579811718
112813,233125.69413376818
112814,46462.98158685592
112815,38183.12513719
112816,25777.11561115399
112817,66113.49513708171
112818,41209.271014019425
112819,74845.41292981834
112820,320493.89369509934
112821,18853.107925978824
112822,43004.83008161997
112823,53449.23288910805
112824,24163.980016793364
112825,20997.616825225963
112826,57236.144468798986
112827,25886.255964768163
112828,62006.01348194841
112829,21177.339474126442
112830,66215.60228462995
112831,89253.2642034734
112832,56704.3849371899
112833,82812.03473499276
112834,36912.587587502894
112835,99123.48663771695
112836,31354.659003491775
112837,97587.993394014
112838,296038.2058385409
112839,62178.346920735916
112840,145992.4826821161
112841,52932.831496327395
112842,215074.22961888424
112843,39467.6968300763
112844,28465.310475854785
112845,46072.908601766714
112846,143314.02975228694
112847,37110.2847134595
112848,161417.7169116741
112849,142637.09244539126
112850,146023.02515440405
112851,260771.40173067176
112852,21148.435047838386
112853,294221.0786815392
112854,34418.070028705915
112855,279657.17650126433
112856,35696.11987082282
112857,14846.397871459503
112858,48520.17266572753
112859,136915.92953339592
112860,27415.08202828552
112861,200595.78389747583
112862,21156.051940340618
112863,75212.95925495979
112864,240785.39044741102
112865,11717.447444685145
112866,276319.8894696648
112867,11384.670085569083
112868,47766.61776818386
112869,88727.75787404305
112870,70466.55104069883
112871,216666.57605109498
112872,22763.735387275563
112873,152486.01376220855
112874,79803.84291171128
112875,103681.26445746733
112876,256424.47812104056
112877,32854.02194524824
112878,205258.96551932563
112879,386552.4385066782
112880,32988.449132084505
112881,28349.943957741976
112882,236707.25434990964
112883,22647.913048583894
112884,15609.958437069541
112885,44447.56367529183
112886,91746.52037547107
112887,14953.766874412193
112888,79828.22150126622
112889,77015.19354923232
112890,179852.26980643882
112891,135438.03468835438
112892,55022.28991063713
112893,34361.24714486924
112894,221963.56684516024
112895,15198.797988042152
112896,6873.555974367156
112897,42039.16228012525
112898,168457.6039467577
112899,26986.861042971883
112900,50324.067281326905
112901,59943.36474692274
112902,20614.136117841408
112903,218589.3247011446
112904,180735.16297438153
112905,34804.05946737865
112906,52638.17952867893
112907,6930.806644036187
112908,8395.184841798036
112909,391882.38450304477
112910,121201.43453912198
112911,58399.228857543654
112912,16006.197532154189
112913,72418.67636270041
112914,16923.190087313924
112915,235086.9799534179
112916,258740.70214243355
112917,53812.57771238293
112918,63785.22609945765
112919,36930.201941096784
112920,26287.247146030877
112921,23782.18923285461
112922,146935.21452647963
112923,87860.34933516709
112924,70916.72957549724
112925,161189.7236686793
112926,16483.266625682896
112927,16706.534900010032
112928,17085.523779168507
112929,84290.63926356676
112930,301317.8174199533
112931,73228.43409310744
112932,150219.9294538942
112933,19098.300346360706
112934,48751.920579324666
112935,72969.2481756662
112936,140150.01864886496
112937,283193.57946085755
112938,46738.656075400504
112939,20592.77313321072
112940,36628.921923245594
112941,378197.2818019235
112942,13602.724650294811
112943,204608.95804980496
112944,50706.117159617934
112945,86211.3136153928
112946,33519.01059994123
112947,31664.71065753087
112948,35861.01067196006
112949,46987.01766817324
112950,157882.42441706633
112951,41892.07828787403
112952,18376.468908993527
112953,25054.511685204307
112954,70030.89882263969
112955,12139.683267117227
112956,17020.532675473678
112957,16691.137579001694
112958,539593.251438658
112959,32725.844830510978
112960,26249.641813956965
112961,270415.5098176047
112962,72973.62526891382
112963,96990.520914502
112964,20521.374919125075
112965,38098.405726084304
112966,383404.0181841352
112967,37689.21309512387
112968,14105.351698037259
112969,39641.82888307865
112970,17573.832285908593
112971,73692.65034553481
112972,192920.1999316893
112973,38646.990844498396
112974,61379.39641808696
112975,49189.550472820105
112976,20726.239243630047
112977,13852.194039067672
112978,90862.33497189908
112979,233990.05371929746
112980,284453.88234908896
112981,97935.89947192033
112982,30468.7063995477
112983,88648.30836489756
112984,17682.649434944266
112985,20727.235114823325
112986,24229.070997723218
112987,21271.06479472232
112988,27564.2851800992
112989,76148.52484291335
112990,76342.58657756704
112991,27832.66733470502
112992,18192.040115705582
112993,98300.70621462075
112994,15273.485201377676
112995,201303.32544693444
112996,12711.743070268114
112997,301339.7611545014
112998,28906.162452100565
112999,40062.51502695956
113000,17175.68497337149
113001,28779.46594725576
113002,20033.56850251166
113003,69450.5824743212
113004,110241.09171576677
113005,15830.258761125555
113006,32965.98762143607
113007,19026.24778857167
113008,18379.571078533616
113009,24486.23279844162
113010,22899.99545436789
113011,24748.87530107669
113012,19214.005360993186
113013,34344.43748905463
113014,84599.57766800624
113015,175086.2834747771
113016,212964.09731510872
113017,91288.15410186895
113018,44783.29686063477
113019,113496.65644316739
113020,39022.97172307019
113021,29675.94975501405
113022,32640.732273507958
113023,47457.037905167075
113024,50427.79705705287
113025,16126.010564331114
113026,17155.328331827244
113027,32324.702946614107
113028,23628.487434575505
113029,100152.97230844515
113030,48438.68760034484
113031,48197.36004042246
113032,11782.067766209158
113033,82896.78255327258
113034,34783.05659456679
113035,34937.63558538264
113036,186245.6950573495
113037,105840.75532825025
113038,61603.09871425101
113039,74078.77244528294
113040,33567.68634346145
113041,22487.4417797775
113042,255514.69443708487
113043,15457.90840544202
113044,201216.43266165556
113045,299968.0199636357
113046,39549.934839670575
113047,14480.878662608837
113048,22742.388348385404
113049,164521.00445842554
113050,75462.18248051431
113051,193522.31699916202
113052,12526.83246482961
113053,73732.33884423786
113054,52748.325343587116
113055,37747.27973131416
113056,74718.36453909067
113057,28068.994004090622
113058,18252.89147844547
113059,81718.50552830829
113060,60643.203334966965
113061,49627.92489205141
113062,52481.40223433319
113063,223424.7070145909
113064,82655.14251257484
113065,27741.69268669272
113066,22266.684765598908
113067,69625.6869786251
113068,101565.74839356921
113069,17794.06599057041
113070,81868.80874192386
113071,97541.93638973692
113072,31224.304368207508
113073,287581.8668873966
113074,173507.4922679479
113075,24891.44528471575
113076,91388.26463447124
113077,45464.041811596326
113078,36668.36002675116
113079,56373.99284826244
113080,67439.55496469914
113081,39391.72023332283
113082,29798.673061153244
113083,48098.11873935313
113084,72492.29579697561
113085,13262.59001783522
113086,133144.93761253956
113087,301636.7044260603
113088,37909.75162708973
113089,220785.21008675164
113090,21665.986370189923
113091,48800.6107152677
113092,76313.39828258942
113093,39096.25471312248
113094,131590.6273647495
113095,202419.63828588952
113096,28993.83771238292
113097,37453.350181630616
113098,188720.63099797946
113099,20206.867866770357
113100,42354.87419813808
113101,247652.4741371875
113102,226178.1658045591
113103,51329.27877097436
113104,26946.92761923879
113105,16885.346794802987
113106,137623.72266694834
113107,178370.38218217943
113108,107990.06189255949
113109,14571.644595218017
113110,60260.63529276401
113111,126098.17195275743
113112,93222.55781426487
113113,119288.42704815269
113114,40976.57390463384
113115,68691.74582943198
113116,77423.77235405619
113117,115791.58019405851
113118,9025.522306170471
113119,139078.9268018062
113120,66347.75007925672
113121,26032.422290514005
113122,143577.12365647338
113123,413856.0060153806
113124,22535.44214389514
113125,140580.74085632357
113126,109401.9818476967
113127,77662.88366815633
113128,24155.308881372403
113129,133913.2707580282
113130,100129.77593902685
113131,45404.716804495576
113132,121164.84087955861
113133,72469.71894903184
113134,275499.92421511386
113135,106802.26785993898
113136,105615.54730388388
113137,24054.784459634848
113138,80572.51000636953
113139,153473.8222160938
113140,106599.01880103684
113141,77910.73359113242
113142,24912.389467953333
113143,56636.4811092987
113144,146093.57893767906
113145,71756.96920550113
113146,62482.33762744485
113147,23227.193891909817
113148,210735.59856242075
113149,37848.69117361227
113150,25827.974013394138
113151,31756.21850619858
113152,52882.71212034649
113153,146582.9754166719
113154,99408.96728674811
113155,51237.10529133279
113156,709012.5557757001
113157,157664.35602205913
113158,34961.972076845705
113159,192633.02661278268
113160,18860.252307181
113161,163593.95330684556
113162,40267.78431666667
113163,21145.24040652034
113164,44536.25639633316
113165,266489.5737594277
113166,24041.250515793006
113167,120822.59066591582
113168,27381.858344158743
113169,51101.723634061476
113170,158978.03602938994
113171,64137.01879662548
113172,106997.7364959161
113173,28093.00218606288
113174,109762.83624902807
113175,57904.27005929631
113176,69149.51575889878
113177,76855.87259055421
113178,30278.0782003301
113179,12604.402169554178
113180,29121.274475992093
113181,45856.11984323645
113182,18791.50727841474
113183,17044.702750432218
113184,37003.75904067044
113185,97087.97091474559
113186,108147.46948577976
113187,167369.06680664455
113188,21655.453001372003
113189,119736.75122873727
113190,23982.240585286883
113191,16855.606581437118
113192,19463.57641107452
113193,81620.70759819768
113194,43683.6344831719
113195,184158.86473934347
113196,21790.154946469396
113197,492597.4393101314
113198,103146.65235334565
113199,38048.69556461535
113200,21757.153818080093
113201,25799.34682811293
113202,20337.896826309538
113203,20915.04035015007
113204,130800.39756775292
113205,448792.50114887423
113206,71360.3461774621
113207,12772.245659531214
113208,143792.48829993105
113209,97729.65913903911
113210,94438.47200051924
113211,50958.38441314733
113212,93423.00160250586
113213,54206.44654326873
113214,21196.152237418504
113215,70230.7823389235
113216,62138.74277384736
113217,21137.740122088606
113218,34023.576033589474
113219,13083.102021576384
113220,174662.35596222105
113221,19152.008600220266
113222,20635.21053910467
113223,163138.8326308191
113224,26759.330939254058
113225,42207.781779021796
113226,37550.94943701021
113227,64134.84862942629
113228,32429.61170934859
113229,8195.263980920601
113230,22087.104166155113
113231,42843.1729137362
113232,335031.37337564013
113233,63503.02184564661
113234,27346.56489478337
113235,239887.46002971678
113236,52352.38827233562
113237,217560.45907205954
113238,87439.8241173412
113239,21520.356175193672
113240,82573.27707581577
113241,130737.19558845507
113242,99823.39518709315
113243,62217.835712066815
113244,28702.713462972097
113245,92367.25599604068
113246,88700.87979894629
113247,58848.1941479626
113248,50868.0748243236
113249,126094.8461343087
113250,273090.1617380531
113251,92283.80867886834
113252,27769.559398798734
113253,14043.747915133796
113254,48461.36066682072
113255,190987.07846430768
113256,30688.912992593217
113257,127563.39569509553
113258,27980.990566554552
113259,17754.574399489084
113260,80657.22692182171
113261,26334.989329380187
113262,64877.26868436319
113263,614454.6691915883
113264,12267.981532207166
113265,63489.747756224126
113266,188213.3406892861
